job_id,industry,job_title,experience_level,employment_type,salary_min_usd,salary_max_usd,posted_date,company_size
354,Automotive,Data Analyst,Entry,Contract,71489,149503,22-04-2025,Mid
355,E-commerce,Quant Researcher,Senior,Remote,57739,75267,22-05-2025,Startup
356,Education,Quant Researcher,Senior,Internship,149192,228942,12-09-2025,Large
357,E-commerce,ML Engineer,Mid,Internship,91346,160302,09-06-2024,Large
358,Tech,Data Analyst,Senior,Remote,56886,146884,10-05-2024,Mid
359,Tech,Quant Researcher,Entry,Full-time,56258,108983,18-12-2024,Large
360,Tech,AI Product Manager,Senior,Full-time,139096,176960,25-01-2024,Large
361,Automotive,NLP Engineer,Entry,Remote,120316,133437,21-08-2025,Large
362,Finance,AI Product Manager,Mid,Internship,48868,94542,31-01-2025,Large
363,Finance,NLP Engineer,Entry,Full-time,108994,183026,13-08-2025,Mid
364,Healthcare,AI Product Manager,Senior,Remote,118921,192736,02-12-2024,Large
365,E-commerce,AI Product Manager,Entry,Internship,57113,75630,25-03-2024,Mid
366,Tech,AI Product Manager,Mid,Full-time,70702,164914,12-05-2025,Startup
367,E-commerce,Data Analyst,Entry,Full-time,114639,183492,09-06-2025,Startup
368,Healthcare,AI Product Manager,Senior,Contract,110697,201149,04-06-2024,Mid
369,Retail,Data Analyst,Senior,Remote,68664,136603,13-09-2024,Mid
370,Education,NLP Engineer,Entry,Remote,64445,150617,08-09-2024,Large
371,Education,Quant Researcher,Entry,Remote,74954,114010,12-10-2024,Mid
372,Retail,AI Researcher,Senior,Internship,83014,110116,07-04-2025,Large
373,Automotive,ML Engineer,Senior,Contract,146097,192440,22-08-2024,Startup
374,Healthcare,Data Analyst,Entry,Full-time,50137,121449,20-03-2025,Mid
375,Tech,NLP Engineer,Senior,Full-time,96091,176352,25-11-2024,Startup
376,Finance,AI Product Manager,Senior,Contract,118753,156568,03-05-2025,Mid
377,Tech,Quant Researcher,Entry,Contract,56022,87385,24-09-2023,Large
378,Education,NLP Engineer,Senior,Full-time,65449,93935,22-08-2024,Mid
379,E-commerce,Quant Researcher,Entry,Remote,53432,134809,09-02-2024,Startup
380,Finance,Quant Researcher,Entry,Full-time,91250,117518,10-02-2025,Mid
381,E-commerce,Data Scientist,Senior,Contract,56274,130011,24-10-2024,Large
382,Retail,Computer Vision Engineer,Mid,Internship,100532,123437,28-07-2025,Large
383,E-commerce,AI Product Manager,Senior,Remote,133743,144254,13-11-2023,Mid
384,Tech,AI Product Manager,Entry,Remote,44510,92759,20-10-2023,Startup
385,Automotive,NLP Engineer,Entry,Contract,88577,147284,16-05-2025,Mid
386,Healthcare,NLP Engineer,Mid,Full-time,129724,218042,04-06-2024,Large
387,Retail,Quant Researcher,Entry,Internship,41023,80713,15-03-2024,Mid
388,Retail,ML Engineer,Entry,Internship,106371,127550,16-04-2025,Startup
389,Retail,AI Researcher,Mid,Internship,56530,75014,04-01-2025,Mid
390,Retail,NLP Engineer,Entry,Internship,119266,200044,14-03-2024,Startup
391,Automotive,AI Product Manager,Senior,Remote,131807,227051,20-03-2025,Large
392,Tech,ML Engineer,Senior,Internship,50349,109003,22-06-2024,Startup
393,Healthcare,Quant Researcher,Senior,Contract,56567,116937,18-09-2024,Mid
394,Retail,Data Analyst,Entry,Full-time,137094,205303,09-04-2025,Large
395,Healthcare,ML Engineer,Senior,Internship,123710,203362,25-12-2024,Large
396,Healthcare,Data Scientist,Mid,Contract,120259,184163,30-05-2024,Startup
397,Finance,Quant Researcher,Entry,Remote,131912,166499,23-09-2024,Mid
398,Retail,NLP Engineer,Entry,Internship,74468,85718,13-09-2025,Mid
399,Finance,Data Analyst,Entry,Remote,43013,128940,13-09-2025,Startup
400,Education,Data Scientist,Entry,Full-time,55605,70305,23-09-2024,Startup
401,E-commerce,NLP Engineer,Entry,Full-time,99742,185700,25-10-2024,Mid
402,Automotive,AI Product Manager,Mid,Internship,103675,173394,26-07-2024,Startup
403,Education,Computer Vision Engineer,Mid,Remote,126438,181388,25-04-2024,Startup
404,Healthcare,NLP Engineer,Mid,Remote,45855,71005,16-01-2025,Mid
405,Tech,AI Researcher,Mid,Contract,77831,145508,24-06-2024,Large
406,Finance,Quant Researcher,Mid,Internship,91591,110529,11-11-2024,Mid
407,Finance,AI Researcher,Entry,Full-time,115140,139207,21-04-2024,Mid
408,Healthcare,ML Engineer,Senior,Full-time,52749,82725,08-11-2024,Startup
409,Retail,Quant Researcher,Mid,Remote,59860,82154,29-11-2024,Startup
410,Healthcare,AI Researcher,Senior,Contract,134954,197152,19-08-2025,Startup
411,Tech,Data Analyst,Senior,Contract,89200,180591,09-08-2025,Startup
412,Automotive,AI Researcher,Entry,Full-time,54169,136576,28-06-2025,Startup
413,Healthcare,Data Scientist,Entry,Remote,77375,151774,17-12-2024,Startup
414,Healthcare,AI Product Manager,Mid,Internship,44125,73147,11-08-2025,Large
415,Education,Data Analyst,Entry,Internship,68767,93624,05-02-2025,Mid
416,Retail,ML Engineer,Mid,Contract,43289,102091,29-11-2024,Large
417,Finance,AI Product Manager,Entry,Internship,99708,126007,19-05-2024,Mid
418,Finance,ML Engineer,Entry,Contract,57692,81756,06-04-2025,Large
419,Finance,AI Researcher,Mid,Full-time,54082,149736,17-09-2025,Mid
420,E-commerce,Data Analyst,Mid,Contract,101456,135672,16-03-2024,Startup
421,Education,AI Researcher,Mid,Contract,77948,107734,15-03-2025,Startup
422,Retail,AI Researcher,Mid,Contract,143838,191740,19-02-2024,Mid
423,Education,Quant Researcher,Entry,Contract,64090,112937,20-02-2024,Large
424,Finance,ML Engineer,Entry,Internship,67555,113613,11-07-2025,Large
425,Finance,Computer Vision Engineer,Senior,Full-time,73755,149397,14-12-2024,Startup
426,Automotive,Data Analyst,Entry,Contract,147219,223596,11-11-2024,Large
427,E-commerce,NLP Engineer,Entry,Internship,120574,164253,13-02-2025,Mid
428,Education,Quant Researcher,Senior,Internship,76450,162635,30-11-2023,Startup
429,Automotive,ML Engineer,Entry,Full-time,105179,161042,30-05-2025,Startup
430,Automotive,Computer Vision Engineer,Mid,Full-time,100296,111823,07-03-2024,Startup
431,E-commerce,AI Product Manager,Entry,Full-time,53381,103735,19-06-2025,Mid
432,E-commerce,AI Researcher,Senior,Full-time,116301,214253,27-06-2024,Large
433,Tech,AI Researcher,Entry,Contract,140443,182231,29-11-2023,Mid
434,Retail,NLP Engineer,Entry,Contract,92799,159163,10-07-2024,Mid
435,Tech,AI Product Manager,Entry,Contract,48181,75949,29-08-2024,Startup
436,Retail,Quant Researcher,Entry,Full-time,72489,167549,21-03-2024,Mid
437,E-commerce,Computer Vision Engineer,Senior,Internship,140658,230833,08-11-2023,Mid
438,Finance,Data Scientist,Entry,Remote,130536,167334,06-07-2025,Large
439,Finance,Quant Researcher,Senior,Full-time,81950,133686,30-03-2024,Startup
440,Education,Quant Researcher,Senior,Contract,134169,173479,04-05-2024,Large
441,Automotive,ML Engineer,Senior,Contract,40824,92636,16-03-2025,Large
442,Tech,Quant Researcher,Mid,Internship,94799,136985,13-10-2024,Startup
443,Automotive,Computer Vision Engineer,Mid,Internship,83771,94234,28-07-2025,Large
444,E-commerce,ML Engineer,Entry,Contract,115058,174712,29-04-2025,Mid
445,E-commerce,Computer Vision Engineer,Mid,Contract,119046,198687,07-02-2025,Mid
446,Retail,Computer Vision Engineer,Senior,Remote,76496,169636,16-03-2024,Startup
447,E-commerce,Computer Vision Engineer,Senior,Remote,114726,166530,02-01-2025,Large
448,Education,NLP Engineer,Mid,Remote,87007,185082,22-10-2023,Startup
449,Finance,Data Analyst,Mid,Remote,101003,168211,24-08-2024,Startup
450,Automotive,ML Engineer,Entry,Full-time,123063,188735,13-08-2024,Mid
451,Healthcare,ML Engineer,Senior,Contract,43723,55609,12-05-2024,Large
452,Tech,Quant Researcher,Entry,Full-time,62280,142270,25-03-2025,Startup
453,Retail,Quant Researcher,Senior,Remote,122800,196570,01-05-2025,Large
454,Finance,AI Product Manager,Entry,Internship,109750,192019,08-03-2024,Large
455,Healthcare,AI Product Manager,Mid,Internship,92256,151389,13-10-2023,Large
456,Healthcare,ML Engineer,Mid,Full-time,62733,72920,30-12-2023,Large
457,Healthcare,NLP Engineer,Senior,Internship,44536,65243,03-01-2024,Large
458,Retail,ML Engineer,Senior,Full-time,117848,182284,31-03-2025,Startup
459,E-commerce,Data Scientist,Entry,Internship,126486,160422,22-03-2024,Startup
460,Finance,Quant Researcher,Mid,Remote,47182,68293,04-09-2024,Large
461,Finance,Data Scientist,Senior,Full-time,61782,111016,15-02-2024,Startup
462,Finance,Data Scientist,Mid,Full-time,80727,158409,29-01-2025,Startup
463,Tech,AI Researcher,Entry,Full-time,114829,163954,19-05-2025,Mid
464,Retail,Quant Researcher,Mid,Internship,144070,166802,09-01-2024,Large
465,Education,AI Researcher,Senior,Contract,52942,108682,06-08-2025,Large
466,Automotive,NLP Engineer,Mid,Internship,113035,170507,08-07-2024,Startup
467,Automotive,Data Scientist,Mid,Internship,132860,175653,16-11-2024,Startup
468,Tech,Data Scientist,Mid,Contract,117504,216279,26-12-2024,Mid
469,E-commerce,Computer Vision Engineer,Mid,Remote,119974,214225,20-09-2024,Large
470,Healthcare,NLP Engineer,Senior,Contract,89679,162956,09-07-2025,Mid
471,Education,Computer Vision Engineer,Senior,Internship,92350,190209,29-09-2024,Mid
472,Automotive,ML Engineer,Mid,Contract,100745,156193,19-05-2024,Large
473,Tech,ML Engineer,Entry,Full-time,144980,238642,01-05-2024,Startup
474,Automotive,Data Analyst,Mid,Contract,43750,143665,17-05-2025,Startup
475,Healthcare,AI Researcher,Entry,Full-time,123991,140802,14-02-2024,Mid
476,Automotive,AI Researcher,Entry,Internship,82447,99125,18-02-2024,Mid
477,Healthcare,Computer Vision Engineer,Mid,Remote,40493,78657,11-04-2024,Startup
478,Automotive,Data Analyst,Senior,Remote,123525,145590,19-08-2024,Mid
479,Retail,Quant Researcher,Mid,Remote,48593,83543,12-10-2024,Large
480,Education,AI Product Manager,Entry,Remote,84439,138226,13-03-2025,Startup
481,Finance,AI Researcher,Mid,Internship,132748,206860,17-07-2024,Large
482,Education,Quant Researcher,Senior,Contract,127247,153167,01-09-2025,Mid
483,Automotive,Quant Researcher,Mid,Contract,72261,141735,21-08-2025,Mid
484,Tech,Data Analyst,Mid,Internship,129504,207322,01-02-2024,Mid
485,E-commerce,AI Product Manager,Mid,Remote,116697,174967,02-02-2024,Startup
486,Retail,Computer Vision Engineer,Entry,Remote,46832,131794,18-07-2024,Startup
487,Healthcare,Data Scientist,Mid,Internship,135983,151535,04-03-2025,Large
488,Education,AI Product Manager,Senior,Full-time,86380,119826,27-11-2023,Startup
489,Finance,AI Product Manager,Entry,Contract,97354,192951,17-10-2023,Startup
490,E-commerce,Quant Researcher,Mid,Full-time,130041,148947,16-06-2024,Large
491,Finance,Data Scientist,Mid,Internship,98664,190980,29-09-2023,Large
492,Automotive,Data Analyst,Entry,Contract,112236,163663,09-11-2024,Large
493,Education,Data Scientist,Entry,Remote,89452,161968,16-10-2023,Large
494,Finance,AI Researcher,Mid,Remote,41836,115821,04-01-2024,Large
495,Healthcare,Quant Researcher,Senior,Full-time,80778,94197,08-03-2025,Large
496,Tech,AI Product Manager,Entry,Remote,68580,87181,21-07-2025,Mid
497,Education,Data Scientist,Senior,Internship,41323,86336,10-08-2025,Mid
498,Education,AI Product Manager,Senior,Full-time,127995,170331,24-04-2025,Startup
499,Retail,Computer Vision Engineer,Mid,Remote,91343,143899,27-03-2025,Large
500,E-commerce,Computer Vision Engineer,Mid,Remote,58872,121321,16-05-2024,Mid
501,Automotive,AI Product Manager,Mid,Remote,59652,117331,30-10-2023,Large
502,Healthcare,Computer Vision Engineer,Senior,Full-time,64588,93067,14-08-2024,Mid
503,Automotive,Computer Vision Engineer,Senior,Internship,62963,73964,28-11-2024,Startup
504,Tech,NLP Engineer,Mid,Contract,147083,198629,17-04-2025,Large
505,Automotive,AI Researcher,Entry,Contract,124727,213590,02-07-2025,Large
506,Retail,NLP Engineer,Senior,Contract,103756,181213,05-08-2025,Startup
507,Finance,Data Scientist,Mid,Full-time,97542,184959,21-05-2024,Startup
508,Automotive,ML Engineer,Entry,Contract,80381,97901,21-09-2024,Startup
509,Education,Data Scientist,Senior,Remote,147604,186982,20-12-2024,Startup
510,Healthcare,Data Analyst,Entry,Full-time,56981,90644,27-12-2024,Mid
511,Retail,Data Analyst,Entry,Remote,116148,184483,13-08-2025,Startup
512,Healthcare,AI Researcher,Mid,Contract,49163,80743,23-09-2023,Large
513,Healthcare,AI Product Manager,Entry,Contract,51721,118914,04-01-2025,Large
514,Education,Quant Researcher,Mid,Remote,143486,177073,27-06-2024,Large
515,Automotive,Data Analyst,Entry,Remote,141494,226122,08-10-2024,Mid
516,Tech,NLP Engineer,Entry,Contract,40667,138793,22-07-2025,Mid
517,E-commerce,Computer Vision Engineer,Entry,Remote,45587,114965,08-05-2024,Startup
518,Automotive,Data Analyst,Mid,Contract,50145,64920,03-05-2024,Mid
519,E-commerce,Data Analyst,Senior,Contract,125963,141117,06-11-2024,Large
520,E-commerce,AI Researcher,Mid,Remote,117682,149820,26-04-2025,Startup
521,E-commerce,ML Engineer,Entry,Full-time,108359,163658,02-11-2024,Large
522,Finance,AI Product Manager,Entry,Contract,46169,74675,18-07-2024,Mid
523,Healthcare,Data Analyst,Mid,Remote,109531,131253,26-08-2024,Mid
524,Retail,ML Engineer,Entry,Contract,146291,220807,27-02-2024,Mid
525,Tech,AI Product Manager,Entry,Contract,60309,116090,31-08-2025,Mid
526,Automotive,Data Scientist,Senior,Contract,135243,196909,12-03-2024,Startup
527,E-commerce,ML Engineer,Senior,Internship,141909,166648,04-11-2024,Mid
528,Education,ML Engineer,Entry,Remote,110795,199925,22-03-2025,Startup
529,Retail,NLP Engineer,Mid,Remote,97755,118149,24-01-2024,Large
530,Healthcare,Data Analyst,Senior,Remote,141037,189383,02-02-2024,Mid
531,Healthcare,AI Product Manager,Mid,Remote,128537,188005,24-09-2024,Mid
532,Healthcare,AI Product Manager,Senior,Full-time,56606,106301,05-02-2025,Mid
533,Tech,ML Engineer,Mid,Contract,54795,115927,05-12-2023,Startup
534,Finance,Data Analyst,Senior,Internship,68706,105919,06-06-2024,Mid
535,Finance,NLP Engineer,Senior,Contract,107190,142210,13-09-2025,Large
536,Healthcare,ML Engineer,Entry,Contract,65172,119584,22-01-2024,Mid
537,Healthcare,AI Researcher,Mid,Full-time,58475,150927,18-06-2025,Large
538,Finance,AI Product Manager,Entry,Contract,89065,169950,02-08-2024,Large
539,Finance,NLP Engineer,Mid,Remote,140046,166454,08-08-2024,Mid
540,Automotive,AI Researcher,Mid,Internship,50054,60639,30-06-2024,Large
541,E-commerce,ML Engineer,Senior,Internship,84367,161104,05-04-2025,Startup
542,E-commerce,ML Engineer,Senior,Internship,106747,192008,13-01-2025,Startup
543,Education,NLP Engineer,Senior,Full-time,134658,192987,16-01-2024,Mid
544,Automotive,Quant Researcher,Senior,Full-time,67982,80867,25-08-2024,Startup
545,Tech,Data Analyst,Mid,Internship,66502,125569,25-06-2025,Mid
546,E-commerce,ML Engineer,Mid,Full-time,129492,154474,28-10-2024,Startup
547,E-commerce,Data Scientist,Mid,Contract,46778,126259,02-05-2025,Startup
548,Education,Data Scientist,Entry,Internship,139140,205348,07-09-2025,Startup
549,Education,AI Product Manager,Entry,Contract,81090,99269,25-10-2024,Startup
550,Tech,NLP Engineer,Senior,Contract,134343,205844,17-01-2024,Startup
551,Education,Computer Vision Engineer,Senior,Full-time,72912,155169,12-02-2024,Large
552,Education,Data Scientist,Mid,Internship,123639,216071,08-06-2024,Mid
553,Healthcare,NLP Engineer,Mid,Internship,71107,88278,18-08-2025,Mid
554,Tech,ML Engineer,Entry,Full-time,139426,167189,09-02-2025,Startup
555,Finance,Data Analyst,Entry,Full-time,41327,101270,18-08-2024,Mid
556,Tech,AI Researcher,Mid,Full-time,132842,146986,03-01-2024,Mid
557,Education,Data Scientist,Senior,Internship,61018,136143,19-12-2023,Mid
558,E-commerce,Quant Researcher,Senior,Internship,129013,194851,21-08-2024,Mid
559,Tech,ML Engineer,Senior,Full-time,53336,98757,16-10-2024,Startup
560,E-commerce,NLP Engineer,Entry,Remote,60072,132524,31-05-2025,Startup
561,Tech,AI Product Manager,Mid,Remote,95822,165764,21-05-2025,Startup
562,Automotive,Data Scientist,Entry,Contract,123940,205534,21-10-2024,Mid
563,Tech,Quant Researcher,Mid,Internship,93765,164272,16-02-2024,Mid
564,Healthcare,AI Researcher,Senior,Remote,107143,125166,31-07-2024,Mid
565,Healthcare,AI Researcher,Entry,Internship,78028,167608,02-09-2025,Large
566,Tech,Computer Vision Engineer,Entry,Contract,65169,83971,11-04-2024,Large
567,E-commerce,Data Analyst,Senior,Contract,70715,133242,29-01-2025,Startup
568,Education,Data Analyst,Senior,Remote,119460,194399,17-04-2024,Mid
569,Education,NLP Engineer,Mid,Contract,91699,163503,03-08-2024,Large
570,Tech,ML Engineer,Senior,Full-time,67161,112365,01-06-2025,Startup
571,Healthcare,NLP Engineer,Mid,Internship,106546,185690,12-10-2023,Large
572,Tech,Quant Researcher,Mid,Full-time,137451,171220,29-11-2024,Mid
573,Education,AI Product Manager,Senior,Contract,109614,173616,09-03-2025,Startup
574,Education,Data Analyst,Mid,Contract,123263,202960,12-12-2023,Startup
575,Retail,Data Analyst,Senior,Full-time,40293,110748,24-02-2025,Startup
576,Education,Quant Researcher,Senior,Internship,127698,166887,16-10-2024,Startup
577,E-commerce,NLP Engineer,Mid,Internship,136999,162930,23-05-2025,Mid
578,Finance,AI Researcher,Mid,Remote,140731,235582,03-12-2023,Large
579,Finance,ML Engineer,Entry,Full-time,108142,206901,20-10-2023,Large
580,Automotive,Quant Researcher,Entry,Internship,92863,113996,11-01-2024,Large
581,Education,Data Analyst,Senior,Full-time,49202,142011,17-11-2024,Large
582,Education,ML Engineer,Entry,Contract,117905,154963,27-12-2023,Startup
583,Automotive,AI Researcher,Mid,Full-time,69967,88953,26-03-2024,Large
584,Tech,Data Analyst,Mid,Internship,117659,216166,26-05-2024,Mid
585,Retail,Quant Researcher,Mid,Internship,59894,135142,12-12-2023,Startup
586,Automotive,AI Researcher,Senior,Full-time,137561,211332,19-07-2025,Mid
587,E-commerce,ML Engineer,Entry,Internship,116335,171155,13-02-2024,Startup
588,Retail,NLP Engineer,Senior,Remote,96083,149737,16-05-2024,Mid
589,E-commerce,NLP Engineer,Senior,Contract,143953,177085,28-02-2025,Large
590,Education,Data Scientist,Entry,Full-time,75110,92187,13-05-2024,Startup
591,Healthcare,Data Scientist,Mid,Contract,121197,140025,06-02-2025,Large
592,Tech,NLP Engineer,Senior,Remote,54151,79891,03-03-2024,Mid
593,Automotive,Quant Researcher,Senior,Contract,149692,200124,29-12-2024,Large
594,Finance,Computer Vision Engineer,Mid,Remote,59190,136850,27-04-2025,Startup
595,Finance,ML Engineer,Senior,Internship,109704,209632,26-12-2024,Large
596,Education,NLP Engineer,Entry,Full-time,56774,69344,30-09-2024,Startup
597,Finance,ML Engineer,Senior,Internship,48914,60214,13-10-2024,Mid
598,Tech,Data Analyst,Mid,Internship,47206,107566,21-10-2024,Large
599,Tech,AI Researcher,Mid,Internship,49463,142153,27-07-2025,Mid
600,Tech,Computer Vision Engineer,Mid,Full-time,77762,138650,26-03-2024,Large
601,E-commerce,AI Researcher,Entry,Full-time,67646,146965,17-06-2025,Mid
602,Retail,AI Researcher,Senior,Full-time,66539,114691,05-08-2025,Mid
603,Education,NLP Engineer,Mid,Contract,79160,172160,08-12-2024,Startup
604,Automotive,AI Researcher,Mid,Full-time,147705,216954,07-03-2025,Startup
605,E-commerce,AI Product Manager,Senior,Contract,59811,106563,06-11-2024,Mid
606,Retail,ML Engineer,Senior,Remote,61213,148219,17-03-2025,Mid
607,Education,NLP Engineer,Senior,Remote,127524,148571,01-05-2025,Startup
608,Healthcare,Quant Researcher,Senior,Internship,53455,142848,22-06-2025,Startup
609,Finance,ML Engineer,Mid,Full-time,84521,130961,30-04-2025,Mid
610,Retail,Data Scientist,Entry,Full-time,68321,135101,15-04-2024,Large
611,Tech,ML Engineer,Mid,Contract,73192,103993,20-06-2025,Startup
612,Education,Data Analyst,Entry,Contract,43069,99172,26-01-2025,Startup
613,Finance,Data Analyst,Senior,Internship,103638,163765,10-05-2024,Startup
614,Tech,Computer Vision Engineer,Entry,Internship,148791,234027,26-05-2025,Large
615,Finance,Computer Vision Engineer,Entry,Full-time,81873,126955,19-10-2024,Startup
616,Retail,AI Product Manager,Mid,Remote,107701,182399,20-08-2025,Startup
617,Retail,Computer Vision Engineer,Entry,Full-time,44261,132348,24-10-2024,Large
618,Tech,Data Analyst,Mid,Contract,144418,178671,17-08-2024,Large
619,E-commerce,AI Product Manager,Senior,Full-time,59575,125556,24-02-2024,Mid
620,E-commerce,Data Scientist,Mid,Full-time,133037,191935,21-01-2025,Large
621,Automotive,ML Engineer,Entry,Internship,125183,172905,09-09-2024,Large
622,Finance,Quant Researcher,Mid,Contract,98205,195671,11-04-2024,Startup
623,Education,ML Engineer,Senior,Contract,83577,159592,26-08-2024,Large
624,Tech,NLP Engineer,Entry,Internship,126480,181097,06-04-2025,Mid
625,Tech,Data Scientist,Senior,Remote,95492,152604,12-05-2024,Mid
626,E-commerce,Data Analyst,Senior,Contract,102113,144608,30-09-2023,Large
627,E-commerce,Data Analyst,Senior,Full-time,143450,184908,12-04-2024,Large
628,Education,ML Engineer,Entry,Remote,72389,120591,09-07-2025,Mid
629,Automotive,AI Product Manager,Mid,Full-time,45843,74772,24-09-2024,Mid
630,Automotive,Data Analyst,Entry,Internship,132168,172436,18-07-2024,Startup
631,Healthcare,Quant Researcher,Mid,Full-time,140975,223314,18-07-2024,Large
632,Finance,Quant Researcher,Senior,Full-time,72912,124424,21-02-2024,Startup
633,Education,Data Scientist,Mid,Full-time,92203,179621,24-05-2025,Mid
634,Healthcare,ML Engineer,Mid,Contract,132423,178710,27-04-2025,Mid
635,Healthcare,Quant Researcher,Mid,Internship,43526,142128,24-08-2024,Large
636,Retail,Data Analyst,Mid,Full-time,100197,176071,08-12-2024,Startup
637,Automotive,Data Analyst,Senior,Internship,104596,158369,13-06-2025,Startup
638,Education,AI Product Manager,Mid,Full-time,128933,143658,29-02-2024,Startup
639,Automotive,NLP Engineer,Senior,Full-time,111144,184492,07-05-2024,Mid
640,Healthcare,NLP Engineer,Entry,Full-time,147850,183922,11-02-2025,Large
641,Automotive,AI Researcher,Mid,Contract,140539,204807,31-12-2024,Mid
642,Finance,ML Engineer,Senior,Contract,60724,86033,12-02-2024,Startup
643,E-commerce,NLP Engineer,Entry,Contract,71064,107425,21-03-2025,Mid
644,Education,AI Researcher,Entry,Contract,41074,139585,03-06-2024,Startup
645,Tech,ML Engineer,Entry,Internship,88875,140496,05-04-2024,Mid
646,Tech,AI Researcher,Mid,Internship,42720,114323,19-10-2023,Large
647,Education,ML Engineer,Entry,Full-time,48928,97457,10-10-2024,Large
648,E-commerce,Quant Researcher,Entry,Contract,62352,118360,19-10-2023,Startup
649,Retail,Data Scientist,Entry,Full-time,71987,127174,28-11-2023,Mid
650,Tech,Quant Researcher,Senior,Internship,96588,159646,29-04-2024,Startup
651,E-commerce,NLP Engineer,Entry,Remote,112609,189278,16-12-2023,Mid
652,Automotive,AI Product Manager,Senior,Full-time,63732,99367,15-07-2025,Mid
653,Healthcare,AI Product Manager,Entry,Remote,139447,224946,07-12-2024,Mid
654,Education,ML Engineer,Mid,Contract,130455,143201,25-02-2024,Large
655,Healthcare,Computer Vision Engineer,Mid,Remote,69015,94367,17-07-2024,Mid
656,Tech,Quant Researcher,Mid,Full-time,70351,86518,11-06-2025,Large
657,Education,NLP Engineer,Mid,Internship,49069,65157,01-06-2025,Mid
658,Education,NLP Engineer,Mid,Internship,74463,103688,16-11-2024,Startup
659,Healthcare,Quant Researcher,Entry,Internship,137479,173706,28-06-2025,Large
660,Finance,AI Product Manager,Entry,Internship,51735,71615,13-06-2025,Large
661,Education,ML Engineer,Mid,Internship,105183,136608,24-01-2025,Startup
662,Finance,ML Engineer,Entry,Internship,80869,128578,21-12-2024,Startup
663,Healthcare,Computer Vision Engineer,Senior,Internship,94999,167994,15-01-2025,Large
664,Automotive,AI Researcher,Senior,Internship,98295,166881,28-03-2025,Startup
665,Automotive,AI Researcher,Entry,Full-time,84355,154595,09-11-2023,Startup
666,Healthcare,NLP Engineer,Entry,Internship,108703,131026,03-05-2025,Mid
667,Retail,Data Scientist,Entry,Internship,45561,84324,31-01-2025,Large
668,Finance,NLP Engineer,Senior,Remote,50662,146281,13-11-2024,Large
669,Education,Data Analyst,Senior,Internship,75939,118168,10-02-2025,Large
670,Automotive,ML Engineer,Entry,Full-time,75976,154691,10-08-2024,Mid
671,Automotive,Data Scientist,Entry,Remote,58623,100250,15-10-2023,Startup
672,E-commerce,Computer Vision Engineer,Senior,Internship,95737,120978,27-07-2025,Large
673,E-commerce,Quant Researcher,Senior,Remote,86038,117214,12-01-2025,Startup
674,Tech,NLP Engineer,Entry,Internship,52929,148174,30-12-2024,Startup
675,Retail,Computer Vision Engineer,Senior,Contract,94926,180475,12-08-2025,Mid
676,Education,NLP Engineer,Mid,Internship,80350,124373,26-01-2024,Large
677,Retail,ML Engineer,Mid,Internship,141317,189797,31-07-2025,Large
678,Tech,Data Scientist,Mid,Internship,144921,242601,25-01-2024,Large
679,Automotive,AI Researcher,Entry,Contract,78021,138369,30-06-2024,Large
680,Education,AI Product Manager,Senior,Contract,69902,164688,15-03-2025,Large
681,Retail,Computer Vision Engineer,Entry,Remote,149757,220531,08-02-2025,Startup
682,Healthcare,AI Researcher,Entry,Remote,115186,147382,09-05-2025,Mid
683,Healthcare,AI Product Manager,Mid,Full-time,48248,92417,18-10-2023,Large
684,Healthcare,Computer Vision Engineer,Mid,Full-time,111819,139639,09-02-2024,Large
685,Retail,Quant Researcher,Mid,Full-time,129844,163112,13-10-2024,Startup
686,Automotive,AI Researcher,Entry,Full-time,121208,201513,10-09-2024,Mid
687,Healthcare,Quant Researcher,Senior,Full-time,107216,196778,12-01-2025,Startup
688,Retail,AI Researcher,Mid,Internship,41764,136739,11-07-2025,Startup
689,Tech,Data Analyst,Senior,Contract,147895,196134,15-01-2024,Large
690,Retail,NLP Engineer,Senior,Full-time,47192,145078,29-06-2025,Large
691,Automotive,AI Product Manager,Mid,Internship,48979,87015,28-07-2024,Large
692,Automotive,Computer Vision Engineer,Mid,Full-time,70473,136805,16-03-2025,Startup
693,Retail,Computer Vision Engineer,Entry,Full-time,101941,151649,02-09-2024,Mid
694,Tech,Computer Vision Engineer,Mid,Contract,79422,131027,24-03-2025,Large
695,Automotive,NLP Engineer,Senior,Full-time,104607,198261,19-01-2024,Large
696,Education,Data Analyst,Entry,Full-time,142297,230635,25-11-2023,Large
697,Healthcare,Data Analyst,Mid,Full-time,129959,183290,11-11-2024,Mid
698,Automotive,NLP Engineer,Senior,Remote,78350,92888,19-02-2025,Startup
699,Education,AI Product Manager,Mid,Full-time,76271,164679,11-06-2024,Startup
700,Tech,Quant Researcher,Senior,Internship,55587,97947,18-04-2024,Startup
701,Healthcare,Quant Researcher,Senior,Internship,127145,147633,07-01-2024,Mid
702,Tech,Data Analyst,Mid,Remote,143724,226912,21-07-2024,Mid
703,E-commerce,NLP Engineer,Entry,Contract,89162,143952,26-12-2024,Mid
704,Education,Quant Researcher,Mid,Internship,91063,117193,25-04-2024,Mid
705,Automotive,Quant Researcher,Mid,Remote,141577,165447,16-12-2024,Startup
706,Healthcare,Quant Researcher,Entry,Contract,54193,88474,06-10-2023,Large
707,Tech,ML Engineer,Senior,Contract,112652,183753,13-04-2025,Startup
