job_id,tools_preferred
871,PyTorch
872,TensorFlow
872, FastAPI
873,KDB+
874,LangChain
874, Scikit-learn
874, PyTorch
875,FastAPI
876,KDB+
876, FastAPI
877,LangChain
878,FastAPI
879,MLflow
879, Scikit-learn
880,KDB+
880, LangChain
881,Scikit-learn
882,BigQuery
883,MLflow
884,LangChain
885,Scikit-learn
885, LangChain
885, BigQuery
886,Scikit-learn
887,BigQuery
887, PyTorch
888,BigQuery
888, Scikit-learn
889,MLflow
889, Scikit-learn
890,LangChain
891,FastAPI
892,BigQuery
893,Scikit-learn
894,MLflow
894, TensorFlow
894, PyTorch
895,KDB+
895, LangChain
895, BigQuery
896,Scikit-learn
897,BigQuery
897, KDB+
897, TensorFlow
898,KDB+
899,FastAPI
899, Scikit-learn
900,FastAPI
900, BigQuery
901,TensorFlow
901, MLflow
902,BigQuery
903,Scikit-learn
903, FastAPI
903, LangChain
904,Scikit-learn
905,LangChain
905, BigQuery
905, KDB+
906,LangChain
906, PyTorch
906, MLflow
907,PyTorch
908,MLflow
909,KDB+
910,PyTorch
910, FastAPI
910, LangChain
911,LangChain
911, Scikit-learn
912,KDB+
913,TensorFlow
914,BigQuery
915,BigQuery
915, LangChain
915, Scikit-learn
916,LangChain
916, MLflow
917,PyTorch
918,FastAPI
919,MLflow
919, Scikit-learn
919, LangChain
920,LangChain
920, BigQuery
921,PyTorch
921, TensorFlow
921, LangChain
922,MLflow
922, FastAPI
923,KDB+
923, BigQuery
924,TensorFlow
924, LangChain
924, PyTorch
925,Scikit-learn
925, BigQuery
925, FastAPI
926,BigQuery
927,LangChain
928,LangChain
928, MLflow
929,PyTorch
930,KDB+
931,LangChain
931, MLflow
931, Scikit-learn
932,PyTorch
932, Scikit-learn
933,FastAPI
934,PyTorch
935,BigQuery
936,Scikit-learn
936, TensorFlow
936, KDB+
937,PyTorch
938,BigQuery
938, KDB+
938, FastAPI
939,MLflow
939, TensorFlow
940,LangChain
940, BigQuery
940, KDB+
941,TensorFlow
941, Scikit-learn
942,MLflow
942, KDB+
942, FastAPI
943,Scikit-learn
944,TensorFlow
944, FastAPI
945,MLflow
945, BigQuery
945, PyTorch
946,FastAPI
946, TensorFlow
947,BigQuery
948,Scikit-learn
948, MLflow
949,Scikit-learn
949, BigQuery
949, LangChain
950,LangChain
951,MLflow
951, BigQuery
951, PyTorch
952,Scikit-learn
952, LangChain
953,Scikit-learn
954,TensorFlow
955,Scikit-learn
955, FastAPI
955, LangChain
956,BigQuery
956, TensorFlow
957,TensorFlow
957, Scikit-learn
957, LangChain
958,TensorFlow
958, FastAPI
959,KDB+
959, MLflow
960,KDB+
961,PyTorch
962,BigQuery
962, FastAPI
963,BigQuery
963, Scikit-learn
963, MLflow
964,KDB+
965,FastAPI
965, MLflow
966,PyTorch
966, BigQuery
966, TensorFlow
967,LangChain
967, MLflow
967, PyTorch
968,Scikit-learn
968, KDB+
968, TensorFlow
969,KDB+
970,Scikit-learn
971,BigQuery
971, PyTorch
971, Scikit-learn
972,KDB+
972, MLflow
972, FastAPI
973,FastAPI
974,LangChain
974, BigQuery
975,FastAPI
976,TensorFlow
977,TensorFlow
977, MLflow
977, BigQuery
978,LangChain
978, TensorFlow
979,BigQuery
979, KDB+
979, TensorFlow
980,MLflow
981,PyTorch
981, KDB+
982,TensorFlow
982, Scikit-learn
983,KDB+
983, BigQuery
983, PyTorch
984,PyTorch
984, LangChain
984, Scikit-learn
985,BigQuery
985, FastAPI
986,FastAPI
987,BigQuery
988,FastAPI
989,MLflow
990,TensorFlow
990, LangChain
991,BigQuery
992,LangChain
992, KDB+
992, BigQuery
993,TensorFlow
993, BigQuery
993, Scikit-learn
994,PyTorch
994, FastAPI
994, KDB+
995,Scikit-learn
995, LangChain
996,KDB+
996, MLflow
996, FastAPI
997,MLflow
997, KDB+
997, Scikit-learn
998,KDB+
998, LangChain
999,KDB+
999, FastAPI
1000,KDB+
1000, Scikit-learn
1000, LangChain
1001,TensorFlow
1001, KDB+
1001, FastAPI
1002,LangChain
1003,KDB+
1003, BigQuery
1004,BigQuery
1005,TensorFlow
1005, BigQuery
1005, MLflow
1006,FastAPI
1007,BigQuery
1008,FastAPI
1008, Scikit-learn
1009,Scikit-learn
1010,TensorFlow
1011,FastAPI
1012,PyTorch
1012, LangChain
1012, BigQuery
1013,LangChain
1013, PyTorch
1014,PyTorch
1014, Scikit-learn
1015,TensorFlow
1016,LangChain
1016, MLflow
1016, KDB+
1017,LangChain
1018,Scikit-learn
1019,TensorFlow
1019, Scikit-learn
1020,Scikit-learn
1020, BigQuery
1021,MLflow
1021, KDB+
1021, TensorFlow
1022,MLflow
1023,BigQuery
1023, LangChain
1024,Scikit-learn
1024, PyTorch
1024, MLflow
1025,Scikit-learn
1025, PyTorch
1026,TensorFlow
1026, PyTorch
1027,BigQuery
1027, LangChain
1028,TensorFlow
1029,TensorFlow
1030,Scikit-learn
1030, KDB+
1031,FastAPI
1032,Scikit-learn
1032, FastAPI
1032, PyTorch
1033,MLflow
1034,MLflow
1034, BigQuery
1035,PyTorch
1035, LangChain
1035, TensorFlow
1036,Scikit-learn
1037,LangChain
1038,KDB+
1038, LangChain
1039,KDB+
1040,TensorFlow
1041,Scikit-learn
1041, FastAPI
1042,MLflow
1042, LangChain
1042, PyTorch
1043,FastAPI
1043, PyTorch
1043, KDB+
1044,TensorFlow
1045,FastAPI
1045, BigQuery
1046,BigQuery
1047,BigQuery
1047, MLflow
1047, KDB+
1048,BigQuery
1048, PyTorch
1049,FastAPI
1050,TensorFlow
1050, Scikit-learn
1050, KDB+
1051,KDB+
1052,LangChain
1052, FastAPI
1053,FastAPI
1053, TensorFlow
1054,FastAPI
1054, TensorFlow
1055,PyTorch
1055, BigQuery
1055, TensorFlow
1056,BigQuery
1056, KDB+
1057,KDB+
1058,FastAPI
1058, Scikit-learn
1059,KDB+
1059, TensorFlow
1060,LangChain
1060, MLflow
1060, FastAPI
1061,MLflow
1061, TensorFlow
1062,LangChain
1062, PyTorch
1063,MLflow
1063, Scikit-learn
1063, FastAPI
1064,PyTorch
1064, BigQuery
1064, FastAPI
1065,PyTorch
1065, KDB+
1065, BigQuery
1066,LangChain
1067,MLflow
1067, PyTorch
1067, TensorFlow
1068,LangChain
1068, PyTorch
1068, KDB+
1069,BigQuery
1070,Scikit-learn
1071,MLflow
1071, LangChain
1072,FastAPI
1072, TensorFlow
1072, BigQuery
1073,LangChain
1074,Scikit-learn
1075,PyTorch
1076,TensorFlow
1076, BigQuery
1076, FastAPI
1077,TensorFlow
1077, PyTorch
1078,TensorFlow
1078, FastAPI
1079,PyTorch
1080,FastAPI
1081,PyTorch
1081, Scikit-learn
1081, BigQuery
1082,BigQuery
1082, MLflow
1083,MLflow
1083, LangChain
1083, BigQuery
1084,TensorFlow
1084, MLflow
1084, Scikit-learn
1085,Scikit-learn
1085, KDB+
1085, PyTorch
1086,LangChain
1086, FastAPI
1086, PyTorch
1087,LangChain
1087, PyTorch
1088,KDB+
1089,KDB+
1089, TensorFlow
1090,PyTorch
1091,TensorFlow
1091, BigQuery
1092,FastAPI
1092, BigQuery
1093,BigQuery
1093, KDB+
1094,TensorFlow
1094, MLflow
1094, PyTorch
1095,FastAPI
1096,FastAPI
1096, KDB+
1096, TensorFlow
1097,TensorFlow
1098,TensorFlow
1098, LangChain
1099,Scikit-learn
1100,TensorFlow
1100, BigQuery
1101,PyTorch
1101, FastAPI
1101, MLflow
1102,KDB+
1103,FastAPI
1103, PyTorch
1104,Scikit-learn
1105,LangChain
1106,Scikit-learn
1106, PyTorch
1106, BigQuery
1107,MLflow
1107, BigQuery
1107, PyTorch
1108,TensorFlow
1108, BigQuery
1108, MLflow
1109,LangChain
1109, TensorFlow
1109, KDB+
1110,FastAPI
1110, LangChain
1111,KDB+
1111, LangChain
1111, PyTorch
1112,LangChain
1113,Scikit-learn
1113, FastAPI
1114,Scikit-learn
1114, FastAPI
1114, TensorFlow
1115,FastAPI
1115, LangChain
1116,Scikit-learn
1116, TensorFlow
1117,LangChain
1117, MLflow
1117, TensorFlow
1118,KDB+
1118, TensorFlow
1118, FastAPI
1119,TensorFlow
1119, Scikit-learn
1120,KDB+
1120, PyTorch
1121,KDB+
1121, LangChain
1121, Scikit-learn
1122,MLflow
1122, PyTorch
1123,MLflow
1123, PyTorch
1123, BigQuery
1124,TensorFlow
1124, MLflow
1124, LangChain
1125,BigQuery
1125, KDB+
1126,PyTorch
1126, BigQuery
1127,FastAPI
1127, LangChain
1128,FastAPI
1129,FastAPI
1129, TensorFlow
1130,TensorFlow
1130, PyTorch
1131,KDB+
1132,LangChain
1132, KDB+
1133,PyTorch
1133, MLflow
1133, TensorFlow
1134,FastAPI
1135,PyTorch
1135, TensorFlow
1135, Scikit-learn
1136,PyTorch
1136, MLflow
1136, BigQuery
1137,BigQuery
1138,LangChain
1138, FastAPI
1138, KDB+
1139,FastAPI
1140,MLflow
1140, FastAPI
1141,LangChain
1141, KDB+
1142,PyTorch
1142, BigQuery
1143,FastAPI
1144,PyTorch
1145,KDB+
1145, MLflow
1146,PyTorch
1147,Scikit-learn
1147, PyTorch
1147, LangChain
1148,KDB+
1148, LangChain
1148, BigQuery
1149,KDB+
1150,FastAPI
1151,KDB+
1151, PyTorch
1151, BigQuery
1152,FastAPI
1153,LangChain
1153, KDB+
1154,TensorFlow
1154, FastAPI
1154, MLflow
1155,KDB+
1156,TensorFlow
1156, LangChain
1157,TensorFlow
1158,MLflow
1158, LangChain
1158, FastAPI
1159,FastAPI
1159, KDB+
1159, MLflow
1160,KDB+
1160, LangChain
1160, MLflow
1161,TensorFlow
1161, MLflow
1162,Scikit-learn
1162, FastAPI
1163,BigQuery
1163, Scikit-learn
1164,KDB+
1164, LangChain
1165,KDB+
1165, LangChain
1165, BigQuery
1166,Scikit-learn
1167,KDB+
1168,FastAPI
1168, MLflow
1168, Scikit-learn
1169,KDB+
1169, LangChain
1170,BigQuery
1170, TensorFlow
1170, KDB+
1171,MLflow
1172,KDB+
1172, TensorFlow
1172, Scikit-learn
1173,TensorFlow
1174,KDB+
1174, TensorFlow
1174, FastAPI
1175,MLflow
1175, LangChain
1176,BigQuery
1176, MLflow
1176, TensorFlow
1177,PyTorch
1177, BigQuery
1177, Scikit-learn
1178,Scikit-learn
1178, BigQuery
1179,PyTorch
1179, LangChain
1179, MLflow
1180,MLflow
1180, FastAPI
1180, Scikit-learn
1181,LangChain
1181, KDB+
1182,Scikit-learn
1182, LangChain
1182, BigQuery
1183,LangChain
1184,LangChain
1184, Scikit-learn
1185,MLflow
1185, PyTorch
1186,TensorFlow
1186, LangChain
1187,LangChain
1187, TensorFlow
1187, MLflow
1188,FastAPI
1188, TensorFlow
1189,FastAPI
1189, Scikit-learn
1190,TensorFlow
1190, Scikit-learn
1190, PyTorch
1191,BigQuery
1191, MLflow
1192,MLflow
1192, LangChain
1192, Scikit-learn
1193,MLflow
1194,BigQuery
1194, FastAPI
1194, PyTorch
1195,PyTorch
1196,TensorFlow
1196, BigQuery
1196, MLflow
1197,KDB+
1198,PyTorch
1198, Scikit-learn
1198, KDB+
1199,Scikit-learn
1200,FastAPI
1200, MLflow
1200, PyTorch
1201,PyTorch
1202,MLflow
1202, PyTorch
1202, BigQuery
1203,BigQuery
1204,MLflow
1204, KDB+
1204, Scikit-learn
1205,FastAPI
1206,MLflow
1206, LangChain
1207,FastAPI
1207, MLflow
1207, BigQuery
1208,LangChain
1208, FastAPI
1209,FastAPI
1209, MLflow
1209, LangChain
1210,FastAPI
1210, TensorFlow
1210, MLflow
1211,Scikit-learn
1211, MLflow
1211, FastAPI
1212,MLflow
1212, BigQuery
1212, FastAPI
1213,KDB+
1213, BigQuery
1214,MLflow
1214, TensorFlow
1214, FastAPI
1215,LangChain
1216,FastAPI
1216, LangChain
1217,FastAPI
1217, PyTorch
1218,KDB+
1218, LangChain
1219,LangChain
1219, BigQuery
1219, Scikit-learn
1220,TensorFlow
1221,BigQuery
1221, KDB+
1222,LangChain
1222, Scikit-learn
1223,MLflow
1223, Scikit-learn
1223, FastAPI
1224,PyTorch
1224, Scikit-learn
1225,LangChain
1225, MLflow
1226,BigQuery
1227,LangChain
1227, BigQuery
1227, MLflow
1228,TensorFlow
1228, LangChain
1229,BigQuery
1229, MLflow
1229, FastAPI
1230,Scikit-learn
1230, LangChain
1231,Scikit-learn
1232,FastAPI
1232, Scikit-learn
1233,PyTorch
1233, FastAPI
1234,KDB+
1235,Scikit-learn
1235, LangChain
1236,MLflow
1236, KDB+
1236, LangChain
1237,BigQuery
1237, KDB+
1238,LangChain
1238, BigQuery
1238, FastAPI
1239,PyTorch
1239, LangChain
1240,PyTorch
1241,PyTorch
1241, MLflow
1242,Scikit-learn
1243,LangChain
1244,Scikit-learn
1244, MLflow
1244, KDB+
1245,PyTorch
1245, KDB+
1246,FastAPI
1246, KDB+
1247,Scikit-learn
1247, PyTorch
1248,FastAPI
1249,BigQuery
1250,TensorFlow
1250, FastAPI
1250, BigQuery
1251,MLflow
1251, LangChain
1252,FastAPI
1252, KDB+
1253,Scikit-learn
1253, KDB+
1253, LangChain
1254,Scikit-learn
1255,MLflow
1256,MLflow
1257,MLflow
1258,BigQuery
1259,KDB+
1260,PyTorch
1261,MLflow
1262,PyTorch
1262, TensorFlow
1263,FastAPI
1264,FastAPI
1265,PyTorch
1265, Scikit-learn
1265, KDB+
1266,LangChain
1266, PyTorch
1267,PyTorch
1268,BigQuery
1268, TensorFlow
1268, MLflow
1269,Scikit-learn
1269, LangChain
1270,PyTorch
1270, LangChain
1270, BigQuery
1271,PyTorch
1271, BigQuery
1272,LangChain
1273,MLflow
1274,KDB+
1274, MLflow
1275,PyTorch
1275, FastAPI
1275, Scikit-learn
1276,FastAPI
1276, TensorFlow
1277,Scikit-learn
1277, LangChain
1277, FastAPI
1278,FastAPI
1278, TensorFlow
1279,FastAPI
1279, MLflow
1280,Scikit-learn
1281,FastAPI
1281, PyTorch
1282,Scikit-learn
1283,BigQuery
1283, PyTorch
1284,Scikit-learn
1285,FastAPI
1286,KDB+
1287,BigQuery
1287, TensorFlow
1288,LangChain
1289,TensorFlow
1290,TensorFlow
1291,BigQuery
1292,Scikit-learn
1292, TensorFlow
1293,KDB+
1293, PyTorch
1293, FastAPI
1294,Scikit-learn
1295,MLflow
1295, PyTorch
1296,KDB+
1297,MLflow
1297, KDB+
1298,MLflow
1298, KDB+
1299,MLflow
1300,TensorFlow
1300, Scikit-learn
1301,MLflow
1302,MLflow
1302, BigQuery
1302, FastAPI
1303,FastAPI
1303, LangChain
1303, MLflow
1304,MLflow
1304, LangChain
1304, TensorFlow
1305,KDB+
1305, MLflow
1306,LangChain
1307,LangChain
1308,Scikit-learn
1309,LangChain
1309, MLflow
1309, Scikit-learn
1310,TensorFlow
1310, FastAPI
1310, KDB+
1311,LangChain
1311, BigQuery
1312,TensorFlow
1312, LangChain
1313,PyTorch
1313, TensorFlow
1314,KDB+
1315,FastAPI
1316,PyTorch
1317,MLflow
1317, TensorFlow
1317, PyTorch
1318,MLflow
1318, TensorFlow
1318, FastAPI
1319,PyTorch
1320,PyTorch
1321,PyTorch
1322,LangChain
1323,LangChain
1323, TensorFlow
1324,Scikit-learn
1325,KDB+
1326,Scikit-learn
1326, TensorFlow
1327,MLflow
1327, LangChain
1327, BigQuery
1328,KDB+
1329,PyTorch
1329, Scikit-learn
1329, KDB+
1330,PyTorch
1330, Scikit-learn
1331,LangChain
1331, TensorFlow
1332,KDB+
1333,TensorFlow
1334,PyTorch
1334, FastAPI
1334, Scikit-learn
1335,LangChain
1335, FastAPI
1335, MLflow
1336,FastAPI
1336, PyTorch
1337,TensorFlow
1337, Scikit-learn
1338,BigQuery
1339,FastAPI
1339, MLflow
1339, BigQuery
1340,FastAPI
1340, BigQuery
1341,TensorFlow
1341, MLflow
1342,PyTorch
1342, BigQuery
1343,BigQuery
1343, TensorFlow
1344,BigQuery
1344, FastAPI
1345,KDB+
1345, Scikit-learn
1346,PyTorch
1346, FastAPI
1347,MLflow
1348,LangChain
1348, BigQuery
1348, MLflow
1349,TensorFlow
1349, MLflow
1350,TensorFlow
1351,LangChain
1352,PyTorch
1352, Scikit-learn
1352, TensorFlow
1353,MLflow
1354,MLflow
1355,KDB+
1356,PyTorch
1357,LangChain
1357, TensorFlow
1358,LangChain
1358, Scikit-learn
1358, MLflow
1359,MLflow
1359, TensorFlow
1359, Scikit-learn
1360,KDB+
1361,MLflow
1361, LangChain
1361, FastAPI
1362,TensorFlow
1362, KDB+
1363,MLflow
1363, LangChain
1364,Scikit-learn
1365,TensorFlow
1366,MLflow
1366, FastAPI
1366, BigQuery
1367,FastAPI
1367, PyTorch
1368,PyTorch
1368, FastAPI
1368, LangChain
1369,LangChain
1369, Scikit-learn
1369, PyTorch
1370,KDB+
1370, Scikit-learn
1371,MLflow
1371, TensorFlow
1372,MLflow
1372, TensorFlow
1373,Scikit-learn
1374,LangChain
1375,PyTorch
1375, MLflow
1375, KDB+
1376,FastAPI
1376, Scikit-learn
1377,PyTorch
1377, BigQuery
1378,LangChain
1378, BigQuery
1379,PyTorch
1380,Scikit-learn
1381,TensorFlow
1381, PyTorch
1382,FastAPI
1382, BigQuery
1382, TensorFlow
1383,Scikit-learn
1383, BigQuery
1384,TensorFlow
1385,PyTorch
1385, MLflow
1385, Scikit-learn
1386,BigQuery
1386, LangChain
1386, Scikit-learn
1387,FastAPI
1388,LangChain
1388, KDB+
1388, PyTorch
1389,LangChain
1390,MLflow
1390, PyTorch
1390, LangChain
1391,KDB+
1392,LangChain
1392, FastAPI
1393,TensorFlow
1394,TensorFlow
1394, LangChain
1394, MLflow
1395,BigQuery
1395, LangChain
1396,BigQuery
1397,FastAPI
1397, KDB+
1398,TensorFlow
1398, BigQuery
1398, FastAPI
1399,PyTorch
1400,BigQuery
1400, TensorFlow
1401,TensorFlow
1401, MLflow
1401, PyTorch
1402,Scikit-learn
1403,MLflow
1403, BigQuery
1403, LangChain
1404,Scikit-learn
1404, MLflow
1405,MLflow
1405, FastAPI
1405, LangChain
1406,LangChain
1406, TensorFlow
1406, Scikit-learn
1407,Scikit-learn
1407, KDB+
1408,FastAPI
1408, LangChain
1409,BigQuery
1410,Scikit-learn
1410, TensorFlow
1410, PyTorch
1411,KDB+
1411, PyTorch
1411, BigQuery
1412,Scikit-learn
1412, KDB+
1413,Scikit-learn
1414,KDB+
1414, LangChain
1414, BigQuery
1415,FastAPI
1416,Scikit-learn
1416, BigQuery
1417,KDB+
1417, BigQuery
1417, FastAPI
1418,LangChain
1418, KDB+
1418, MLflow
1419,KDB+
1420,BigQuery
1420, KDB+
1421,TensorFlow
1421, KDB+
1422,PyTorch
1422, LangChain
1422, BigQuery
1423,LangChain
1424,Scikit-learn
1424, BigQuery
1425,Scikit-learn
1426,LangChain
1426, FastAPI
1427,BigQuery
1427, KDB+
1428,TensorFlow
1428, KDB+
1429,LangChain
1429, FastAPI
1430,TensorFlow
1430, FastAPI
1431,BigQuery
1431, LangChain
1432,TensorFlow
1432, MLflow
1432, BigQuery
1433,LangChain
1433, FastAPI
1434,BigQuery
1434, TensorFlow
1435,LangChain
1436,MLflow
1437,LangChain
1437, TensorFlow
1437, KDB+
1438,FastAPI
1438, KDB+
1438, TensorFlow
1439,Scikit-learn
1440,TensorFlow
1441,TensorFlow
1442,BigQuery
1442, FastAPI
1443,BigQuery
1444,BigQuery
1444, PyTorch
1445,FastAPI
1446,Scikit-learn
1446, KDB+
1447,LangChain
1448,BigQuery
1448, LangChain
1448, Scikit-learn
1449,LangChain
1449, TensorFlow
1450,Scikit-learn
1450, BigQuery
1451,TensorFlow
1452,PyTorch
1453,TensorFlow
1453, LangChain
1454,Scikit-learn
1454, MLflow
1455,PyTorch
1455, TensorFlow
1455, MLflow
1456,KDB+
1456, FastAPI
1456, PyTorch
1457,FastAPI
1457, PyTorch
1458,FastAPI
1458, KDB+
1458, PyTorch
1459,BigQuery
1459, PyTorch
1460,MLflow
1461,PyTorch
1461, KDB+
1461, TensorFlow
1462,BigQuery
1463,KDB+
1463, Scikit-learn
1463, MLflow
1464,FastAPI
1464, KDB+
1465,LangChain
1465, MLflow
1466,TensorFlow
1467,FastAPI
1467, BigQuery
1468,LangChain
1468, TensorFlow
1468, BigQuery
1469,Scikit-learn
1469, MLflow
1470,LangChain
1470, MLflow
1471,Scikit-learn
1471, MLflow
1471, LangChain
1472,TensorFlow
1473,FastAPI
1474,PyTorch
1475,TensorFlow
1475, PyTorch
1476,FastAPI
1476, Scikit-learn
1477,FastAPI
1477, BigQuery
1477, PyTorch
1478,PyTorch
1479,FastAPI
1480,TensorFlow
1480, FastAPI
1480, BigQuery
1481,KDB+
1482,BigQuery
1482, TensorFlow
1483,BigQuery
1483, MLflow
1484,FastAPI
1485,KDB+
1485, Scikit-learn
1485, PyTorch
1486,TensorFlow
1487,LangChain
1487, MLflow
1487, TensorFlow
1488,MLflow
1488, Scikit-learn
1489,PyTorch
1489, LangChain
1490,MLflow
1490, LangChain
1490, FastAPI
1491,FastAPI
1491, MLflow
1491, LangChain
1492,BigQuery
1493,LangChain
1493, TensorFlow
1494,TensorFlow
1495,FastAPI
1495, TensorFlow
1495, BigQuery
1496,FastAPI
1496, PyTorch
1496, KDB+
1497,TensorFlow
1498,FastAPI
1499,TensorFlow
1499, KDB+
1500,Scikit-learn
1501,TensorFlow
1502,Scikit-learn
1502, BigQuery
1502, KDB+
1503,KDB+
1504,PyTorch
1504, MLflow
1505,TensorFlow
1506,LangChain
1506, TensorFlow
1506, FastAPI
1507,PyTorch
1508,TensorFlow
1508, KDB+
1509,Scikit-learn
1510,TensorFlow
1510, PyTorch
1510, MLflow
1511,PyTorch
1512,BigQuery
1513,TensorFlow
1514,Scikit-learn
1515,BigQuery
1515, MLflow
1515, KDB+
1516,PyTorch
1516, MLflow
1516, Scikit-learn
1517,PyTorch
1517, FastAPI
1517, TensorFlow
1518,KDB+
1518, MLflow
1518, Scikit-learn
1519,FastAPI
1519, TensorFlow
1519, MLflow
1520,FastAPI
1520, TensorFlow
1521,TensorFlow
1521, LangChain
1521, BigQuery
1522,BigQuery
1523,Scikit-learn
1523, MLflow
1524,KDB+
1525,Scikit-learn
1525, MLflow
1526,FastAPI
1526, KDB+
1526, BigQuery
1527,FastAPI
1527, KDB+
1528,TensorFlow
1529,KDB+
1529, LangChain
1530,KDB+
1530, FastAPI
1530, MLflow
1531,BigQuery
1531, MLflow
1531, KDB+
1532,LangChain
1532, FastAPI
1533,FastAPI
1533, MLflow
1533, PyTorch
1534,TensorFlow
1534, PyTorch
1535,LangChain
1536,MLflow
1537,Scikit-learn
1538,LangChain
1538, PyTorch
1538, KDB+
1539,TensorFlow
1539, BigQuery
1539, Scikit-learn
1540,BigQuery
1541,MLflow
1541, KDB+
1542,Scikit-learn
1542, FastAPI
1542, BigQuery
1543,FastAPI
1543, Scikit-learn
1544,KDB+
1545,TensorFlow
1546,LangChain
1547,TensorFlow
1547, Scikit-learn
1548,BigQuery
1548, TensorFlow
1549,Scikit-learn
1549, KDB+
1550,Scikit-learn
1550, KDB+
1550, PyTorch
1551,MLflow
1551, LangChain
1552,KDB+
1552, MLflow
1553,BigQuery
1553, KDB+
1553, MLflow
1554,BigQuery
1554, TensorFlow
1554, PyTorch
1555,MLflow
1555, FastAPI
1556,KDB+
1557,Scikit-learn
1557, TensorFlow
1558,Scikit-learn
1558, BigQuery
1558, LangChain
1559,PyTorch
1560,MLflow
1560, PyTorch
1561,TensorFlow
1562,BigQuery
1562, MLflow
1562, PyTorch
1563,PyTorch
1563, Scikit-learn
1564,TensorFlow
1564, KDB+
1565,BigQuery
1565, FastAPI
1565, Scikit-learn
1566,FastAPI
1567,FastAPI
1567, Scikit-learn
1567, KDB+
1568,FastAPI
1568, PyTorch
1569,MLflow
1570,KDB+
1571,KDB+
1572,MLflow
1573,FastAPI
1574,BigQuery
1574, KDB+
1575,Scikit-learn
1576,LangChain
1577,Scikit-learn
1577, FastAPI
1578,MLflow
1578, TensorFlow
1578, PyTorch
1579,LangChain
1579, Scikit-learn
1580,MLflow
1580, Scikit-learn
1580, BigQuery
1581,FastAPI
1582,MLflow
1583,BigQuery
1583, PyTorch
1583, MLflow
1584,MLflow
1585,KDB+
1585, PyTorch
1585, FastAPI
1586,Scikit-learn
1587,FastAPI
1587, MLflow
1587, KDB+
1588,Scikit-learn
1588, LangChain
1589,Scikit-learn
1589, MLflow
1589, PyTorch
1590,MLflow
1591,MLflow
1591, KDB+
1591, FastAPI
1592,LangChain
1592, BigQuery
1593,BigQuery
1593, PyTorch
1593, FastAPI
1594,TensorFlow
1594, Scikit-learn
1594, BigQuery
1595,LangChain
1595, Scikit-learn
1596,Scikit-learn
1597,BigQuery
1597, LangChain
1597, KDB+
1598,TensorFlow
1598, KDB+
1598, FastAPI
1599,BigQuery
1600,MLflow
1601,TensorFlow
1602,PyTorch
1602, FastAPI
1602, TensorFlow
1603,KDB+
1603, BigQuery
1604,TensorFlow
1605,MLflow
1605, PyTorch
1605, FastAPI
1606,KDB+
1606, BigQuery
1607,KDB+
1608,FastAPI
1608, LangChain
1608, TensorFlow
1609,Scikit-learn
1610,MLflow
1611,LangChain
1611, KDB+
1611, FastAPI
1612,KDB+
1613,MLflow
1613, KDB+
1613, PyTorch
1614,BigQuery
1615,MLflow
1615, TensorFlow
1616,FastAPI
1616, TensorFlow
1617,MLflow
1617, PyTorch
1617, Scikit-learn
1618,FastAPI
1618, LangChain
1619,LangChain
1620,KDB+
1620, LangChain
1620, BigQuery
1621,MLflow
1621, BigQuery
1622,BigQuery
1622, FastAPI
1622, MLflow
1623,LangChain
1623, KDB+
1624,TensorFlow
1624, FastAPI
1624, PyTorch
1625,KDB+
1625, FastAPI
1625, MLflow
1626,FastAPI
1626, LangChain
1627,KDB+
1628,TensorFlow
1628, FastAPI
1629,LangChain
1630,MLflow
1630, Scikit-learn
1630, FastAPI
1631,BigQuery
1632,MLflow
1632, TensorFlow
1632, KDB+
1633,BigQuery
1633, MLflow
1633, TensorFlow
1634,KDB+
1634, TensorFlow
1634, LangChain
1635,FastAPI
1635, MLflow
1635, PyTorch
1636,BigQuery
1636, FastAPI
1636, MLflow
1637,FastAPI
1638,MLflow
1638, BigQuery
1639,KDB+
1639, FastAPI
1640,Scikit-learn
1640, PyTorch
1641,KDB+
1642,TensorFlow
1643,MLflow
1643, TensorFlow
1643, KDB+
1644,BigQuery
1645,KDB+
1645, BigQuery
1646,LangChain
1646, KDB+
1647,FastAPI
1648,PyTorch
1648, Scikit-learn
1649,TensorFlow
1650,MLflow
1650, PyTorch
1651,TensorFlow
1651, KDB+
1651, PyTorch
1652,LangChain
1653,LangChain
1654,KDB+
1654, BigQuery
1654, Scikit-learn
1655,PyTorch
1655, MLflow
1655, TensorFlow
1656,KDB+
1656, MLflow
1656, BigQuery
1657,FastAPI
1658,BigQuery
1658, FastAPI
1659,LangChain
1659, KDB+
1660,KDB+
1660, BigQuery
1661,KDB+
1662,FastAPI
1662, Scikit-learn
1662, LangChain
1663,PyTorch
1663, FastAPI
1664,KDB+
1664, LangChain
1665,FastAPI
1665, KDB+
1665, LangChain
1666,TensorFlow
1666, PyTorch
1666, Scikit-learn
1667,KDB+
1668,LangChain
1669,PyTorch
1669, Scikit-learn
1669, LangChain
1670,KDB+
1670, TensorFlow
1671,FastAPI
1671, TensorFlow
1672,PyTorch
1673,PyTorch
1674,PyTorch
1674, TensorFlow
1675,KDB+
1675, FastAPI
1676,MLflow
1677,Scikit-learn
1678,KDB+
1678, BigQuery
1679,KDB+
1680,PyTorch
1681,LangChain
1681, KDB+
1682,KDB+
1682, TensorFlow
1682, LangChain
1683,KDB+
1683, LangChain
1684,TensorFlow
1684, LangChain
1685,PyTorch
